kind,is_rep,i,j,lapse,dvv,err,nsta,coda_cc,dvv_h1,dvv_h2,dt_days,phase_days,hrsn_cc,das_cc,t_i,t_j
control,False,71,131,1-6,9.38701430659673e-09,0.008557077094825428,7,0.3145987993232519,0.0007501622786536617,0.007625632727696758,73.4853125,73.0,-0.1968689677062324,-0.1343125004414496,2025-01-23 10:22:23+00:00,2025-04-06 22:01:14+00:00
control,False,71,131,2-12,-0.01640203853394384,0.013828734081047426,7,0.241629675965672,-0.0035949475100663262,-0.006999031345343782,73.4853125,73.0,-0.1968689677062324,-0.1343125004414496,2025-01-23 10:22:23+00:00,2025-04-06 22:01:14+00:00
control,False,71,131,4-14,0.0010951149850035933,0.011856636107856047,7,0.2541021911742446,-0.001536773464352153,0.0011961509747569793,73.4853125,73.0,-0.1968689677062324,-0.1343125004414496,2025-01-23 10:22:23+00:00,2025-04-06 22:01:14+00:00
control,False,122,198,1-6,6.335403440094244e-05,0.004646523799207077,8,0.34077823844703015,-0.000937801569737102,-0.0007496260582602566,282.3892476851852,83.0,-0.286430643501082,0.2116335591479077,2025-04-06 06:11:18+00:00,2026-01-13 15:31:49+00:00
control,False,122,198,2-12,-0.012108864838425071,0.005629281608385793,7,0.32849843164437,-0.0062480624613955316,-0.028599351431327337,282.3892476851852,83.0,-0.286430643501082,0.2116335591479077,2025-04-06 06:11:18+00:00,2026-01-13 15:31:49+00:00
control,False,122,198,4-14,-0.010588127381329556,0.004955379570786766,7,0.33291058658779027,-0.016610320225903044,-0.009967815215687242,282.3892476851852,83.0,-0.286430643501082,0.2116335591479077,2025-04-06 06:11:18+00:00,2026-01-13 15:31:49+00:00
control,False,92,201,1-6,0.0030772192037903812,0.007962680932176192,7,0.3236259297052801,-0.018989928664479714,0.006308234265024314,319.73665509259257,45.0,-0.2399776743279358,-0.2133949785499214,2025-03-01 19:33:38+00:00,2026-01-15 13:14:25+00:00
control,False,92,201,2-12,0.005001738353145333,0.007066559155547992,8,0.2423527797577847,-0.00425991287571701,0.01224999587435277,319.73665509259257,45.0,-0.2399776743279358,-0.2133949785499214,2025-03-01 19:33:38+00:00,2026-01-15 13:14:25+00:00
control,False,92,201,4-14,0.007907828404323324,0.005225198001361119,6,0.24165379869014747,0.014880060584017302,-0.004383158798552402,319.73665509259257,45.0,-0.2399776743279358,-0.2133949785499214,2025-03-01 19:33:38+00:00,2026-01-15 13:14:25+00:00
control,False,110,142,1-6,0.02052582908896834,0.009790123956395908,8,0.4519069184413606,0.014404845983255438,0.006398889388400649,30.95332175925926,31.0,-0.2072209356966296,0.2466003956354994,2025-03-22 01:58:35+00:00,2025-04-22 00:51:22+00:00
control,False,110,142,2-12,0.019290182986752252,0.007456072151184394,8,0.31578546643159466,0.018610018023688103,-0.005045452508765195,30.95332175925926,31.0,-0.2072209356966296,0.2466003956354994,2025-03-22 01:58:35+00:00,2025-04-22 00:51:22+00:00
control,False,110,142,4-14,0.009195524622325313,0.013791127444676888,8,0.35561247245553906,0.008756786603386805,-0.0063355966774072065,30.95332175925926,31.0,-0.2072209356966296,0.2466003956354994,2025-03-22 01:58:35+00:00,2025-04-22 00:51:22+00:00
control,False,42,72,1-6,0.00858373210888198,0.01139515414402357,6,0.3581229570209181,0.011739951255193426,0.0029680216515195644,94.85239583333332,94.25,0.0118644007596112,-0.2627821374715072,2024-10-20 23:28:37+00:00,2025-01-23 19:56:04+00:00
control,False,42,72,2-12,-0.0025578149096504837,0.007178063151350975,5,0.29440602314832415,-0.0017783326828206417,0.0006619986409662391,94.85239583333332,94.25,0.0118644007596112,-0.2627821374715072,2024-10-20 23:28:37+00:00,2025-01-23 19:56:04+00:00
control,False,42,72,4-14,-0.0011924607936496822,0.005340086466186885,5,0.29265223256713063,-0.0016728813394353182,-0.00925524259627592,94.85239583333332,94.25,0.0118644007596112,-0.2627821374715072,2024-10-20 23:28:37+00:00,2025-01-23 19:56:04+00:00
control,False,28,140,1-6,-0.011946462338638544,0.006508418698789237,5,0.2725904827542587,-0.0035508593172816783,-0.011595864670601233,226.39949074074076,140.0,0.2115985897010727,0.1852725539419756,2024-09-02 09:00:01+00:00,2025-04-16 18:35:17+00:00
